name,x,y,size
TrueFi,-0.22880160808563232,0.9741759896278381,12
ZeroLiquid,0.6757996082305908,0.623141884803772,107
OnX Finance,0.8687136173248291,0.5460104942321777,489
Chocodoge,0.3280547261238098,-0.8299294114112854,55
Spice Finance,-0.7027516961097717,0.3332732319831848,340
Nutbox,-0.9418338537216187,0.0879533439874649,41
Pegasus Finance,0.10995688289403915,0.979130744934082,393
PepeTeam Bridge,0.8439253568649292,-0.48485246300697327,306
ECHSWAP,0.6488708853721619,0.7762656211853027,297
GIBXSwap,-0.7621909976005554,-0.6020253896713257,418
Velocimeter V1,-0.45160382986068726,0.7880908250808716,290
Jones DAO,0.03998341038823128,-0.9586210250854492,225
hBTC,0.10896304994821548,-0.887493908405304,346
Optimism Foundation,0.23777544498443604,0.8591722846031189,475
Numbers Protocol,-0.4187318980693817,-0.7968828678131104,47
PantherSwap,0.9528147578239441,-0.025079773738980293,438
Milkomeda MACC,-0.8971210718154907,-0.21740995347499847,97
Vortex DAO,0.08939597010612488,0.9861088991165161,384
Olympus DAO,-0.9313022494316101,0.2260335385799408,169
FRAKT,0.9771320223808289,-0.038053110241889954,440
Mauve,-0.984375,0.21270929276943207,465
MetaID,0.4717027544975281,0.7943311929702759,99
Phemex,-0.43021008372306824,-0.8439416885375977,388
Promethium,0.8769718408584595,-0.4177217185497284,34
Athos Finance,-0.7894262671470642,-0.40405043959617615,474
Bitget Swap,-0.3142314553260803,-0.8496493101119995,391
Umee,0.8073390126228333,-0.3768644630908966,284
Liquis,0.8109710812568665,-0.4530125856399536,191
ImmutableX,0.9692733883857727,-0.14682629704475403,223
ZKSwap (ZKSync),-0.9520702362060547,-0.33684977889060974,117
Mango Markets V4,-0.6756060123443604,0.804314374923706,322
Ruby Finance,-0.7666491866111755,-0.661375880241394,363
Joe V2.1,-0.9192759394645691,0.18965142965316772,118
InVar Finance,-0.9910455346107483,-0.104839988052845,401
Moraswap,0.9374426603317261,0.18449841439723969,145
Euler,-0.9076160788536072,0.32821938395500183,147
Alphadex,0.9159577488899231,0.39372193813323975,229
Metapoly,-0.36290866136550903,-0.8772620558738708,359
eZKalibur,-0.3840025067329407,-0.7762781381607056,498
CairoFi,-0.8710710406303406,0.1325262039899826,290
Stargate,-0.30326348543167114,-0.8763490915298462,59
Taiga Acala,0.5337908267974854,-0.86143958568573,237
SmartCoin,0.9439366459846497,-0.2718763053417206,147
Kalmy App,-0.02486357092857361,-0.9587294459342957,273
Rose,-0.8733738660812378,0.42574527859687805,357
Hadouken AMM,0.9578515887260437,0.20188476145267487,152
Revault,-0.14078116416931152,-0.8626255393028259,480
Uniwhale,-0.7023025155067444,0.14628298580646515,226
MakiSwap,-0.8778601884841919,0.19557859003543854,491
Argo Finance,0.9094811677932739,0.45699578523635864,123
SportBet,0.05652061477303505,0.8494338393211365,219
Blitz Labs,-0.023544127121567726,0.9425764083862305,232
RFOX,0.876667320728302,-0.1302042007446289,262
BTCST,-0.04842334985733032,0.9734397530555725,131
PHUX,-0.5886051058769226,0.6834840774536133,122
FIAT DAO,0.2918460965156555,-0.9267510175704956,69
Scale,-0.886126697063446,0.27519577741622925,295
CoinEx,0.7818172574043274,-0.48614391684532166,72
MetalX Lending,0.5102968811988831,0.7888126969337463,52
OpenLeverage,-0.5261342525482178,0.8034325838088989,266
Pulse Rate,0.7221686840057373,-0.724241316318512,444
Starksport,-0.2502759099006653,-0.9577234983444214,428
Astarter AMM,0.313649982213974,0.8815368413925171,194
Avaware,0.9563601016998291,-0.24674969911575317,306
Optimus,-0.9667372703552246,0.11071176826953888,144
Duet Protocol,-0.3619915246963501,0.9129088521003723,434
Sturdy,0.7820742130279541,-0.5702903866767883,283
Reserve,-0.7999395728111267,-0.38351476192474365,283
Cashio,-0.8104730248451233,0.6525487899780273,496
Connext,-0.5431944131851196,0.7619460225105286,67
FNDZ,0.9463406205177307,0.03021332062780857,495
Nileriver,0.8592765927314758,-0.5317824482917786,154
MarshmallowDeFi,-0.7997550368309021,0.22551588714122772,312
Asgard Finance,-0.2356470227241516,0.9318459033966064,283
X,-0.9270493388175964,-0.4332984685897827,290
Dalmatian,0.7461538314819336,0.6592698693275452,417
DigiFT,0.33460381627082825,-0.9517396092414856,435
Neutra Finance,-0.9658339619636536,0.1905234307050705,346
Vacus Finance,0.6978778839111328,-0.7981951236724854,31
Olympus Finance,0.8353123664855957,-0.575832724571228,16
HydraDX,0.8969793915748596,-0.16022300720214844,271
Dogs of Elon,-0.29163068532943726,0.87037193775177,297
Paladin Vote,-0.7898382544517517,0.32680386304855347,279
None Trading,-0.07207362353801727,-0.9826005697250366,27
API3,-0.762093722820282,0.5154421329498291,61
Yearn Finance,-0.37100207805633545,-0.9259830117225647,304
Moret,-0.6963969469070435,0.6069987416267395,82
Jadeswap,-0.4960746169090271,-0.5781872868537903,428
UniFi,-0.9942752122879028,0.004358455538749695,458
Flux Finance,-0.13856643438339233,0.9732539653778076,324
Meld,-0.783119797706604,0.5079452395439148,280
Valorem,-0.1702628880739212,-0.9167136549949646,83
Concentrator,-0.6167783141136169,-0.458039253950119,51
Sentiment,-0.900239884853363,0.3451143801212311,360
Crema Finance,0.9558347463607788,0.18362918496131897,178
Feeder Finance,0.9084048271179199,0.09537334740161896,25
Ease.org,-0.8152787685394287,-0.2233293503522873,234
NEAR,0.8639653325080872,0.4262528419494629,389
unFederalReserve,0.8767579793930054,0.38032570481300354,328
CGX Finance,0.8201301097869873,0.5960121154785156,138
Energon DEX,-0.4882018566131592,-0.8515793681144714,424
Fabric,0.3728318214416504,0.7444292306900024,465
Interlay Collateral,-0.8665958642959595,0.23406143486499786,70
UNCX Network V3,-0.2698354125022888,0.9214865565299988,464
rotki,0.6049664616584778,-0.8312062621116638,44
IBCX,-0.9950432181358337,0.07059761881828308,142
MarginX,0.6851341724395752,0.808468759059906,464
Vidya,-0.7716890573501587,-0.40373966097831726,237
HopSwap,-0.24000895023345947,-0.9548583030700684,104
Bitlend,-0.08812833577394485,0.9763723015785217,442
Spark,0.3867226839065552,0.8796413540840149,353
PembRock Finance,-0.7113954424858093,-0.7516159415245056,280
Synapse,-0.0375349223613739,0.9785776138305664,163
FunBear,-0.7203686237335205,0.7746781706809998,62
Solace,-0.13906444609165192,0.9544697403907776,102
Alpaca Finance 2.0,-0.9502997994422913,0.3163788914680481,362
CACHE.Gold,0.8449919819831848,-0.11921403557062149,482
SmarDex,0.8136391639709473,0.5713793635368347,433
Based Next Generation,-0.6641885638237,-0.7868032455444336,83
Ribbon Earn,-0.6374451518058777,0.7755724787712097,110
Teller,-0.7052518129348755,0.5118213295936584,453
PandaSwap,0.6203078627586365,-0.7143121361732483,144
Yield Yak Staked Avax,-0.9597285389900208,0.21642261743545532,415
Doora Inu,-0.8580113053321838,-0.10606560856103897,281
Equilibrium Lending,-0.9214386343955994,0.17078562080860138,497
ViveLaBouje,0.15407487750053406,-0.9037066102027893,146
Marinade Finance,-0.5874539017677307,-0.13563556969165802,347
PolyQuity,-0.5836263298988342,0.8475920557975769,54
Tonic Cash,-0.6947847008705139,0.5672062635421753,83
LFGSwap EthereumPoW,-0.26312345266342163,-0.9395244121551514,48
Tonic,0.12658348679542542,-0.9063464999198914,251
Trick or Treat Farm,-0.47093603014945984,-0.8551692962646484,162
Y2K V1,0.579116940498352,0.8129883408546448,419
Gardens DAO,-0.27877306938171387,0.9590227603912354,354
Reax Assets,0.7102158069610596,0.6503158211708069,461
Parcl,-0.5936442613601685,-0.8495534658432007,152
Hatom Liquid Staking,-0.7782629728317261,0.6405243873596191,105
SushiSwap,-0.9494708180427551,-0.2424631267786026,226
Saros,-0.6426997184753418,0.8151723742485046,243
Genius,0.7613815069198608,0.6221754550933838,165
tai.money,-0.4133196175098419,0.7525922656059265,63
Uniswap V2,-0.1621607542037964,-0.8970850110054016,189
Katana DEX,-0.8046589493751526,0.013370023109018803,473
Ram Protocol,-0.07906828075647354,0.8708915710449219,346
WOOFi Earn,-0.861919641494751,0.21398892998695374,214
Mockingbird,0.7770541906356812,0.19414594769477844,385
ChainGPT,-0.7374264001846313,0.17057709395885468,42
Cat in a Box,-0.4796089231967926,-0.834978461265564,297
Sigmausd,-0.23762498795986176,0.8994527459144592,195
Sui,-0.5930959582328796,0.43154066801071167,476
Injective Bridge,-0.14413557946681976,-0.9454762935638428,257
Complus Network,-0.4974013566970825,0.8682084679603577,398
Sharky,-0.9486377835273743,0.0028781862929463387,191
MiniPanther DAO,0.6960655450820923,-0.6040278673171997,257
Nidhi-Dao,-0.40763533115386963,0.7774714231491089,265
Furucombo,-0.1726500391960144,-0.8503960371017456,226
basedmarkets,0.7269582748413086,0.06344105303287506,246
Ceres Demeter,0.8930938243865967,0.3831988275051117,172
SUNSwap V1,0.11480704694986343,0.9340026378631592,39
BabySwap,-0.42587482929229736,0.8236761093139648,268
Specter Finance,-0.3818643093109131,0.7974308729171753,136
Mars Ecosystem,0.7832753658294678,0.45526301860809326,274
AUX Exchange,0.8249439597129822,-0.3246559202671051,356
Ocean One,0.02167222462594509,0.9786475896835327,174
KingDefi,0.5151534676551819,0.7485030889511108,255
Iron Bank,0.8737848401069641,0.3130512535572052,100
Chronos V2,-0.40904322266578674,0.9030126333236694,331
Doki Doki Finance,-0.7424603700637817,-0.5424016118049622,91
BitMake,-0.8870542645454407,0.35162127017974854,201
Mycelium Perpetual Swaps,-0.9946740865707397,0.04185037314891815,346
Nitron,0.15407462418079376,-0.800651490688324,341
Kagla Finance,0.9257099628448486,-0.15961694717407227,472
Candle,-0.25603896379470825,0.9461553692817688,430
handle.fi Perps,-0.8048275113105774,-0.31319156289100647,203
88mph,-0.7975103855133057,0.4058949053287506,410
BabelFish,0.3577794134616852,0.8175978660583496,168
ReHold V2,-0.20511430501937866,0.6592606902122498,165
ZenithSwap,0.5398318767547607,0.6600608229637146,42
Shoebill V2,-0.5828043818473816,0.7513191103935242,373
PrivCash,-0.15141882002353668,0.9726462960243225,113
Surge,-0.7506194710731506,0.7405011057853699,188
Symmetry,-0.5677503943443298,0.8613371849060059,259
Meowl,0.6379151344299316,-0.6910343170166016,61
BaseSwap V2,-0.1275661140680313,0.9749469757080078,116
Arcanum,-0.537992000579834,-0.6934521794319153,415
CompliFi,-0.7909409403800964,-0.6957142949104309,342
NewThrone,0.9188196063041687,0.36889737844467163,246
Orbit,-0.7701125741004944,0.36793771386146545,348
SunFlower Finance,-0.23229040205478668,0.923317551612854,228
FreeLiquid,0.8780596256256104,-0.4401206970214844,230
pNetwork,0.38476377725601196,0.9167320728302002,424
Unipilot,0.17753966152668,-0.9430214166641235,38
Monopoly Finance,0.06216505914926529,-0.9963417053222656,298
Fastyield Finance,0.23847050964832306,0.9500946402549744,144
OrderNChaos,-0.7946410179138184,0.6715166568756104,77
PolkaEx,0.9076969623565674,-0.22996291518211365,491
Alvey Dex,-0.3120236098766327,0.9255688786506653,226
Tarot,0.9093688130378723,-0.35564491152763367,251
Ripae,0.8559308052062988,0.530494213104248,332
Torches,-0.4451720416545868,0.8141297101974487,218
SunflowerSwap,-0.9629124402999878,0.08805900812149048,402
Polly Finance,0.1649719476699829,0.9732369184494019,135
Step Exchange,-0.6604890823364258,0.8146896362304688,246
Taiga Karura,0.5488667488098145,-0.8690387606620789,97
BSCStation,0.6731886863708496,-0.598619818687439,362
Stacks Staking,0.8839927315711975,0.3603784441947937,489
Basilisk,-0.8575977683067322,-0.35541993379592896,469
Collection.xyz,-0.8635022044181824,-0.07742873579263687,472
PancakeSwap StableSwap,-0.7169432640075684,-0.6757098436355591,387
Swapline,-0.5261104702949524,-0.7586188316345215,28
Babylon Finance,-0.32245174050331116,-0.9585752487182617,71
Helios Prime,-0.5464704632759094,0.6991860866546631,162
Cozy V2,0.8493227958679199,0.43479716777801514,28
MUX Protocol,0.2134440541267395,0.8866216540336609,372
Bond Protocol,-0.9090648889541626,-0.2352755069732666,44
Ice Colony,0.8152177929878235,-0.5035006999969482,21
unshETH,-0.0028790333308279514,0.9284335374832153,368
Echidna Finance,0.579734742641449,0.8542377948760986,225
Kinetix Derivatives,-0.9186252355575562,-0.45240890979766846,53
Quillswap,-0.054596465080976486,-0.6857050657272339,484
Ratio Finance,0.5833813548088074,-0.8047581911087036,173
ViteX,0.388080894947052,-0.9329452514648438,135
AAVE V1,0.92378169298172,-0.3615545928478241,155
dYdX,0.2052094042301178,-0.9690215587615967,75
CyberFantasyFembots,-0.4227258265018463,-0.8298434615135193,313
BAO Baskets,0.47060608863830566,-0.8133355975151062,475
Keep3r Network,0.9013107419013977,-0.27075961232185364,363
FluxBeam,0.8623155355453491,-0.22140002250671387,259
VivaLeva Protocol,-0.865355908870697,-0.2909087836742401,432
Umbria Network,-0.9719331860542297,0.12997515499591827,63
NFTX,0.9785246849060059,-0.004090255592018366,186
Flashstake,-0.633193850517273,0.8407881855964661,207
YFX,0.8526820540428162,0.47353595495224,391
Ekubo,0.35594144463539124,0.6109310388565063,106
Junoswap,0.8942472338676453,0.02352495864033699,31
Manarium,-0.8412244319915771,0.6283275485038757,299
tBTC,0.7979825735092163,-0.6537277102470398,60
Perennial V1,-0.8840510845184326,-0.5089175701141357,423
JetFuel Finance,0.46677660942077637,0.8402819633483887,69
Bybit,-0.8396283388137817,-0.40237727761268616,487
Klaylend Finance,-0.2722129225730896,0.8973206877708435,97
PERI Finance,-0.5093395709991455,0.7764044404029846,453
Omnidex Lend,0.7672436237335205,-0.5970775485038757,181
CroSwap,-0.1229374036192894,-0.9036684632301331,376
Nsure,-0.8024853467941284,-0.5348625183105469,399
Ravcube Finance,-0.7936627864837646,-0.3625020682811737,440
Retro,-0.24504458904266357,-0.9144983887672424,473
RivrKitty,-0.25818580389022827,-0.8299142718315125,186
Pandora,-0.3929156959056854,-0.9298281669616699,432
Phuture,0.7267307043075562,0.7443256974220276,498
Minotaur Money,-0.0938853919506073,-0.9143015742301941,389
CLever,0.23706968128681183,0.8743816614151001,193
Deribit,-0.4276590347290039,-0.7555018663406372,473
Sushi BentoBox,-0.7552781701087952,0.7274444103240967,368
Antex,0.9392794966697693,0.11381596326828003,478
COTI Treasury,-0.9305399656295776,0.2723817825317383,144
Ondo v1 (Legacy),0.8777264356613159,-0.38892602920532227,383
Adena Finance,-0.9123709201812744,0.11566255986690521,430
Vovo Finance,0.9272722005844116,0.23238161206245422,486
VeRocket,0.8310794830322266,0.18446095287799835,191
Maverick Protocol,-0.4698576033115387,0.8404630422592163,497
TProtocol V1,-0.11560448259115219,0.991550862789154,32
GxyPad,0.1557176411151886,0.7272078394889832,415
Roketo,-0.8834810853004456,0.17304058372974396,214
ZKSwap,-0.5545983910560608,0.8331411480903625,15
DogePup,0.25517481565475464,0.895372748374939,114
Thorchain,0.9453939199447632,-0.13515818119049072,335
Amphor,0.9009119868278503,-0.0005624900804832578,433
ReactorFusion,-0.575763463973999,-0.5198755264282227,265
Retreeb,-0.04390987381339073,0.9314206838607788,174
Redemption Finance,0.5442020297050476,-0.7231289148330688,175
Picnic,-0.7139251232147217,0.4633430242538452,62
DexFinance BSC,0.6939693689346313,-0.22781941294670105,484
Defily Dex,0.1369185894727707,-0.9567254185676575,320
Component Swap,-0.8667083978652954,-0.3118615448474884,437
Thor Financial,0.4362558424472809,0.9045941829681396,217
NewDex,0.2946655750274658,-0.6345775723457336,137
Overnight USDT+,0.9272892475128174,0.041803352534770966,500
Rysk Finance,-0.19253011047840118,0.9753621220588684,493
FlowX Finance,0.294834166765213,0.8647685647010803,269
SynFutures V1,-0.8092594146728516,-0.6396986246109009,454
Swipe,-0.3776153028011322,0.6499772071838379,455
Velodrome V2,0.3610694408416748,-0.6116374731063843,414
StrikeX,0.6806290149688721,-0.7906368970870972,198
PonySwap,0.2948628067970276,-0.9406679272651672,477
CreamSwap,0.24199312925338745,-0.9290354251861572,283
Diffusion Finance,-0.46159952878952026,-0.8000058531761169,473
ChocoBase,-0.8284608125686646,-0.3425925672054291,95
OakFarm,0.9002991914749146,0.16777725517749786,265
DarkCrypto,-0.3571426272392273,0.9127711653709412,380
EmpireDEX,-0.8655441403388977,-0.4733974039554596,331
IceCream Finance,-0.012201777659356594,-0.8710012435913086,357
Antimatter,-0.9072689414024353,0.09822677075862885,147
Sapphire Defi,0.6383300423622131,0.5670509934425354,30
Aquarius Loan,-0.8457413911819458,-0.31688302755355835,19
JPEG'd,0.9532154202461243,0.14207370579242706,373
Gyro,0.3869501054286957,-0.9155123829841614,215
Warp Protocol,0.48024293780326843,-0.3525629937648773,288
Wault,0.9440381526947021,-0.09243731945753098,305
Maia DAO,0.4382237493991852,0.757318913936615,364
Aries Markets,-0.7747026085853577,-0.5927206873893738,201
VelasPad,-0.8857190012931824,-0.0049488842487335205,44
Just Yield,-0.3933357000350952,0.6155698299407959,428
DeFIL,-0.9129325747489929,-0.4319172501564026,49
VoltageSwap,-0.7019692063331604,-0.7847701907157898,496
Tropical Finance,-0.9898289442062378,0.11009043455123901,197
SafeOHM,-0.9624137282371521,-0.18507972359657288,109
Wrapped,-0.09215430170297623,-0.9928191304206848,368
Bifrost Liquid Crowdloan,0.3378135859966278,0.9553124308586121,111
RagnarokDAO,0.7270388603210449,0.3751745820045471,45
Omicron,-0.8415195941925049,0.37943682074546814,495
XDeFi,0.7323562502861023,-0.5833550691604614,84
Gains Network,0.12741880118846893,0.981011152267456,427
sKCS,-0.5428088903427124,0.807673454284668,488
ApertureSwap,-0.9512909054756165,-0.04056993126869202,496
Snowyowl,0.4885697066783905,-0.743206262588501,411
RexDex,0.4086710512638092,-0.7601820230484009,139
CroLend Finance,-0.7160218954086304,0.18619634211063385,25
Mendi Finance,-0.86794513463974,-0.5033933520317078,393
Stipend,0.8154332637786865,0.6262792348861694,241
QuasarSwap,-0.7483131885528564,0.5451833009719849,55
Rabbit Finance,0.9163178205490112,0.26028043031692505,383
Decryption,0.8936441540718079,0.36803552508354187,259
Bourbon Defi,-0.6640526652336121,0.7778171896934509,292
Delta Financial,0.4147343933582306,-0.8049443960189819,246
Bubbleswap V2,0.9096289873123169,-0.3161828815937042,132
Fractional Art,0.5713465213775635,0.8399693965911865,64
ALEX,0.039122238755226135,0.957291841506958,148
DeerFi,0.2520183324813843,-0.919140100479126,85
Raven,0.1341041624546051,0.7385383248329163,234
Protectorate Protocol,-0.4604109823703766,-0.835719108581543,59
SteakBank Finance,0.8939799070358276,0.3385361135005951,270
Libre Swap,-0.334826797246933,-0.9465556144714355,58
Spool Protocol,0.46971195936203003,0.9136838912963867,315
Lif3 Swap,0.952468752861023,0.04197810962796211,357
Kinza Finance,0.5709214806556702,-0.5068835020065308,336
OpenSwap,0.9628275036811829,-0.2165040373802185,237
Omni Protocol,-0.12851367890834808,-0.9767802357673645,371
AnchorSwap,-0.47269830107688904,0.8807408213615417,103
MetalX Swap,0.5844494104385376,-0.7072747945785522,443
CivFund,0.6875856518745422,0.7191795110702515,282
Autofarm,-0.45093926787376404,0.557255744934082,216
Annex,0.9447807669639587,-0.2560298442840576,27
WigoSwap,0.6205202341079712,0.7721680402755737,446
Solanax,0.6121950745582581,-0.4093378782272339,424
GemMine,0.7067325115203857,0.03959338739514351,492
Emerald Swap,-0.7849329710006714,0.4808345139026642,340
Katana,-0.3151497542858124,0.8959316611289978,86
DOOAR,-0.8943833708763123,0.08476287871599197,385
Savvy,0.8710557222366333,0.35763871669769287,250
